SignID,Sign Class,Sub Class,Color,Background Color,Legend Color,MUTCD Number,Orientation,Overall Cond,Shape,Sign Backing Material,Sign Sheeting,Sign Legend,Sign Height,Sign Length,Sign Width,Replace Year,Pole#,Alt Sign ID,Sign Rec #,X Coordinate,Y Coordinate
3000361,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,1999,13932,1940,220,1016812.83,1257454.642
3000369,Regulatory,Lane Use Control,Other,White,Black,R3-7L,E,Good,Square,Other,,LEFT LANE MUST TURN LEFT,0,30,30,1999,14961,1953,4050,1028067.301,1254412.455
3000371,Regulatory,Lane Use Control,Other,White,Black,R3-7L,W,Good,Square,Other,,LEFT LANE MUST TURN LEFT,0,30,30,1999,13704,1954,4044,1016497.687,1262134.508
3000374,Informational,General Service,Other,Blue,White,D9-2,W,Good,Square,Other,,HOSPITAL,0,24,24,,9861,1956,1735,1016497.687,1262134.508
3000375,Guide,,Other,,,,W,Good,,Other,,(BLUE),0,15,21,,9861,1957,1821,1027133.642,1255069.962
3000381,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,16518,1962,327,1027133.642,1255069.962
3000382,Informational,Road Information,Other,White,Black,M1-4,W,Good,Shield,Other,,U.S. ROUTE SIGN (1 OR 2 DIGITS),0,24,24,,16518,1960,1804,1017077.498,1255091.176
3000384,Guide,,Other,,,,W,Good,,Other,,,0,15,21,,16518,1961,1818,1013957.704,1258347.886
3000396,Warning,Non-Vehicular Traffic,FY,Yellow,Black,W11-2,W,Good,Diamond,Aluminum,HIP,PEDESTRIAN,0,30,30,2018,10640,1979,8581,1016575.337,1253399.848
3000397,Regulatory,,WHT,,,,W,Critical,,Aluminum,HIP,npat,75,18,12,2017,10640,1980,6188,1016575.337,1253399.848
3000399,School,,FY,Green,Black,S1-1,W,Good,Pentagon,Aluminum,HIP,SCHOOL,0,36,36,2018,9323,1982,7937,1016349.008,1251721.001
3000400,Warning,Supplemental Information,FY,Yellow,Black,W16-9p,W,Good,Rectangle,Aluminum,HIP,AHEAD (PLAQUE),0,24,12,2018,9323,1983,9008,1016071.6,1263898.204
3000401,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,78,18,12,2017,9323,1984,5729,1016071.6,1263898.204
3000402,Warning,Non-Vehicular Traffic,FY,Yellow,Black,W11-2,W,Good,Diamond,Aluminum,HIP,PEDESTRIAN,0,30,30,2018,13576,1986,8587,1016071.6,1263898.204
3000403,Warning,Supplemental Information,FY,Yellow,Black,W16-7p,W,Good,Rectangle,Aluminum,HIP,DOWNWARD DIAGONAL ARROW (PLAQUE),0,24,12,2018,13576,1987,8820,1016071.6,1263898.204
3000405,School,Speed Regulation,FY,Green,Black,S4-5,W,Good,Diamond,Aluminum,HIP,REDUCED SCHOOL SPEED LIMIT AHEAD,0,36,36,2018,14864,1988,7989,1015150.123,1257318.55
3000406,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,83,18,12,2019,14864,1991,7205,1015150.123,1257318.55
3000408,Regulatory,,Other,,,,W,Good,,Other,,20,0,0,0,,14936,1992,7753,1021490.884,1253061.477
3000409,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,69,18,12,2017,14936,1990,5764,1021490.884,1253061.477
3000415,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,S,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2017,16416,1996,4011,1021490.884,1253061.477
3000416,Regulatory,One Way,WHT,White,Black,R6-2L,W,Good,Rectangle,Aluminum,HIP,ONE WAY LEFT,0,24,30,2020,16416,1998,4212,1029190.87,1254963.409
3000417,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,16416,1995,3306,1024194.859,1249832.431
3000418,Regulatory,Selective Exclusion,WHT,Red,White,R5-1,N,Good,Square,Aluminum,HIP,DO NOT ENTER,0,30,30,2024,16416,1997,4153,1024194.859,1249832.431
3000419,Regulatory,One Way,WHT,White,Black,R6-2R,E,Good,Rectangle,Aluminum,HIP,ONE WAY RIGHT,0,24,30,2021,16416,1999,4215,1024194.859,1249832.431
3000421,School,,WHT,White,Black,S5-2,W,Critical,Rectangle,Aluminum,HIP,END SCHOOL ZONE,0,24,30,2020,8661,2001,8034,1019463.228,1250341.48
3000422,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,67,18,12,2017,8661,2002,5153,1015820.966,1255622.477
3000427,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,8958,2004,2199,1019544.551,1253148.629
3000429,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,14636,2010,2182,1020896.663,1250845.351
3000432,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,12266,2012,2164,1020954.073,1244441.192
3000436,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,17129,2014,217,1023672.352,1252463.24
3000437,Regulatory,,WHT,,,,W,Good,,Other,HIP,np2t6,79,18,12,2017,14552,2018,6353,1023672.352,1252463.24
3000439,Regulatory,,WHT,,,,W,Good,,Other,HIP,np2t6,85,18,12,2017,14316,2019,5436,1020059.008,1258819.194
3000440,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,80,18,12,2017,13373,2021,5053,1024181.121,1248718.056
3000441,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,10802,2022,3287,1024181.121,1248718.056
3000442,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,S,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2017,10802,2023,4012,1014902.463,1254138.812
3000444,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,np2t6,79,18,12,2017,14669,2025,6380,1014902.463,1254138.812
3000447,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,85,18,12,2018,14879,2027,6272,1015402.358,1257703.911
3000449,Regulatory,Lane Use Control,WHT,White,Black,R3-7R,W,Good,Square,Aluminum,HIP,RIGHT LANE MUST TURN RIGHT,0,30,30,2020,11398,2030,4083,1018188.911,1255136.291
3000450,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,except buses,67,8,10,2020,11398,2031,4872,1018500.835,1254239.918
3000451,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nptsos,75,18,12,2017,16396,2032,7234,1016591.107,1254669.266
3000462,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,14462,2040,329,1013511.944,1254079.457
3000469,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,16448,2048,218,1013511.944,1254079.457
3000475,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,77,18,12,2018,15756,2056,6580,1023938.138,1255112.248
3000476,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,83,18,12,2018,9343,2057,7185,1017650.884,1252755.024
3000477,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,88,18,12,2018,12071,2058,5454,1022883.622,1252403.717
3000479,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,79,18,12,2018,12998,2060,6702,1022883.622,1252403.717
3000480,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,82,18,12,2018,12042,2061,5502,1019385.282,1257848.289
3000482,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,72,18,12,2018,12128,2062,7079,1025705.596,1243085.687
3000484,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,77,18,12,2017,10332,2065,6645,1025705.596,1243085.687
3000485,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,S,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2017,11558,2066,9109,1020366.237,1251462.803
3000487,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2017,15393,2067,3090,1020366.237,1251462.803
3000489,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,79,18,12,2017,10598,2069,7350,1021775.935,1260315.877
3000490,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,78,18,12,2017,13944,2070,7653,1017884.16,1253147.425
3000493,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,41,18,12,2024,15346,2072,5756,1017884.16,1253147.425
3000495,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,N,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2024,9089,2074,9135,1018827.268,1251684.385
3000496,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,79,18,12,2024,15415,2075,6816,1018937.937,1244784.352
3000497,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2026,13952,2076,2531,1018937.937,1244784.352
3000499,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,82,18,12,2024,16809,2077,7307,1018903.155,1248238.542
3000500,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Fair,Octagon,Aluminum,HIP,STOP,0,30,30,2024,16538,2078,2489,1015987.357,1244317.889
3000501,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,76,18,12,2024,16251,2079,7063,1018216.95,1250080.162
3000502,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,80,18,12,2024,13516,2080,7136,1017157.943,1257148.102
3000504,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,77,18,12,2024,11625,2082,5664,1019009.725,1253397.418
3000505,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2024,15735,2083,3164,1019009.725,1253397.418
3000507,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,79,18,12,2024,12300,2085,5911,1015470.944,1257070.265
3000508,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,77,18,12,2024,11945,2086,6616,1021330.483,1263345.59
3000509,Regulatory,Traffic Flow,WHT,Red,White,R1-1,N,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2024,12819,2087,3186,1017467.936,1257665.136
3000510,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,78,18,12,2018,16946,2088,5350,1017467.936,1257665.136
3000511,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,np2t6,80,18,12,2018,14046,2089,7458,1016107.186,1262925.711
3000517,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,12112,2093,2163,1017438.369,1250582.093
3000519,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,13272,2097,2246,1016296.559,1257692.432
3000522,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,N,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2027,9816,2099,3935,1016296.559,1257692.432
3000523,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,np2t6,65,18,12,2024,9816,2100,5352,1016296.559,1257692.432
3000525,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,np2t6,80,18,12,2024,10288,2102,4904,1014797.469,1259082.953
3000528,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,N,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2027,14005,2105,3951,1014797.469,1259082.953
3000530,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,np2t6,81,18,12,2024,9634,2107,6069,1014797.469,1259082.953
3000532,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,N,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2027,11169,2109,3975,1014797.469,1259082.953
3000540,Regulatory,,Other,,,,N,Good,,Other,,,0,9,12,,10156,2118,2179,1022494.596,1253157.896
3000545,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,11269,2121,289,1022153.661,1251307.18
3000548,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,E,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2021,13155,2127,3977,1022153.661,1251307.18
3000549,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,ahead,109,12,30,2021,13155,2128,3986,1024777.181,1241379.066
3000551,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,9368,2131,3625,1024777.181,1241379.066
3000553,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,E,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2021,16845,2133,3929,1027295.867,1250224.108
3000557,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,E,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2021,9319,2135,3916,1027295.867,1250224.108
3000558,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,ends,96,12,30,2021,9319,2136,4008,1017407.499,1255570.692
3000562,Regulatory,Traffic Flow,RD,Red,White,R1-1,E,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2021,12150,2138,2662,1025603.262,1252440.427
3000563,Regulatory,,RD,,,,E,Good,,Aluminum,HIP,aw,71,9,24,2021,12150,2139,3474,1025603.262,1252440.427
3000567,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np2t6,82,18,12,2017,10366,2140,5472,1021565.932,1249793.462
3000569,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,S,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2020,9800,2142,3917,1021565.932,1249793.462
3000570,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np2t6,84,18,12,2017,9800,2143,6401,1021565.932,1249793.462
3000572,Regulatory,,Other,,,,S,Good,,Aluminum,HIP,np2t6,69,18,12,,16386,2145,5334,1021565.932,1249793.462
3000575,Regulatory,Traffic Signal,Other,White,Black,R10-11b,S,Good,Square,Other,,NO TURN ON RED,0,36,36,,11923,2147,2078,1018895.697,1249713.069
3000576,Informational,Bicycle Traffic,Other,Green,White,D1-1c,S,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,11923,2148,269,1024057.083,1251520.355
3000579,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,np2t6,82,18,12,2017,11955,2152,6543,1024057.083,1251520.355
3000580,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,S,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,10679,2154,3624,1020725.299,1254609.038
3000582,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,S,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2020,14175,2155,3912,1020725.299,1254609.038
3000583,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,N,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2024,12663,2157,3608,1016576.872,1256012.733
3000587,Regulatory,Bicycle Traffic,WHT,White,Black,R3-17,S,Good,Rectangle,Aluminum,HIP,BIKE LANE,0,24,18,2020,10711,2160,3938,1017767.074,1253406.765
3000588,Regulatory,,WHT,,,,S,Fair,,Aluminum,HIP,ends,94,12,30,2020,10711,2161,4005,1016566.019,1254688.114
3000592,Informational,Bicycle Traffic,Other,Green,White,D1-1c,S,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,13104,2163,268,1022480.18,1246988.57
3000595,Regulatory,,Other,,,,W,Good,,Other,,,0,9,12,,16469,2167,2230,1022480.18,1246988.57
3000597,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,9871,2171,2261,1030014.252,1255358.102
3000603,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,16323,2176,3104,1030014.252,1255358.102
3000604,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,aw,79,6,18,2017,16323,2177,3425,1020473.218,1253978.555
3000606,Regulatory,Lane Use Control,WHT,White,Black,R3-7L,E,Good,Square,Aluminum,HIP,LEFT LANE MUST TURN LEFT,0,30,30,2021,12817,2179,4046,1018251.117,1253501.571
3000607,Regulatory,One Way,WHT,White,Black,R6-2R,W,Good,Rectangle,Aluminum,HIP,ONE WAY RIGHT,0,24,30,2020,12817,2180,4220,1025850.447,1250966.207
3000608,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Fair,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,16044,2182,3604,1019478.378,1255880.548
3000611,Regulatory,One Way,WHT,White,Black,R6-2R,E,Good,Rectangle,Aluminum,HIP,ONE WAY RIGHT,0,24,30,2021,10580,2186,4216,1020937.847,1261833.415
3000612,Regulatory,One Way,WHT,White,Black,R6-2L,W,Good,Rectangle,Aluminum,HIP,ONE WAY LEFT,0,24,30,2020,10580,2185,4200,1017900.256,1256864.064
3000615,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,W,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2017,15213,2188,4017,1029411.747,1249836.266
3000616,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,15626,2191,3616,1029411.747,1249836.266
3000617,Regulatory,Turn Prohibition,WHT,White,Red,R3-2,S,Good,Square,Aluminum,HIP,NO LEFT TURN,0,24,24,2017,15626,2190,4016,1025055.213,1251720.026
3000621,Regulatory,Lane Use Control,WHT,White,Black,R3-8b,E,Fair,Rectangle,Aluminum,HIP,"ADVANCE INTERSECTION LANE CONTROL (LEFT, AHEAD, RIGHT)",0,0,30,2021,12023,2194,4089,1018964.073,1254842.29
3000623,Other,,GR,,,,W,Good,,Aluminum,HIP,urbana 41250,101,24,30,2020,15139,2195,8434,1017185.978,1255455.834
3000624,Other,,WHT,,,,W,Good,,Aluminum,HIP,urbana zomba,86,18,24,2020,15139,2196,8344,1014375.802,1253675.681
3000625,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,9849,2198,3617,1014375.802,1253675.681
3000626,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,9141,2199,3620,1021167.59,1253211.565
3000637,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,11827,2207,240,1021167.59,1253211.565
3000638,Regulatory,Traffic Signal,Other,White,Black,R10-11a,E,Good,Rectangle,Other,,NO TURN ON RED,0,30,36,,11827,2206,2075,1021167.59,1253211.565
3000650,Regulatory,Traffic Signal,Other,White,Black,R10-11a,W,Good,Rectangle,Other,,NO TURN ON RED,0,30,36,,8778,2220,2073,1014817.565,1253675.768
3000651,Directional,,Other,,,,W,Good,,Other,,WRIGHT ST,0,10,0,,8778,2219,423,1019352.492,1257854.017
3000660,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,11943,2232,3619,1019352.492,1257854.017
3000661,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,12620,2233,3628,1024727.992,1252236.139
3000662,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,17063,2234,3611,1018815.19,1252382.742
3000663,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,10359,2235,3601,1018815.19,1252382.742
3000664,Regulatory,Traffic Flow,Other,Red,White,R1-1,S,Good,Octagon,Other,,STOP,0,30,30,,12464,2236,2761,1031722.037,1256425.648
3000665,Regulatory,Turn Prohibition,Other,White,Red,R3-2,S,Good,Square,Other,,NO LEFT TURN,0,24,24,,12464,2237,4015,1022338.26,1252447.446
3000666,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,10356,2238,3605,1015738.187,1255666.18
3000668,Regulatory,One Way,Other,White,Black,R6-2L,E,Good,Rectangle,Other,,ONE WAY LEFT,0,24,30,,11665,2239,4205,1015738.187,1255666.18
3000673,Regulatory,Traffic Signal,Other,White,Black,R10-11b,E,Good,Square,Other,,NO TURN ON RED,0,36,36,,12668,2241,2095,1016629.624,1251676.033
3000680,Directional,,WHT,,,,W,Good,,Aluminum,HIP,krannert center right,84,24,24,2018,9188,2250,1745,1018428.081,1253423.322
3000684,Regulatory,Traffic Signal,Other,White,Black,R10-11b,W,Good,Square,Other,,NO TURN ON RED,0,36,36,,8772,2253,2091,1016634.616,1251343.597
3000685,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,8772,2254,288,1025328.61,1251782.656
3000698,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,15476,2267,3610,1014911.034,1257295.887
3000699,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,8993,2268,3607,1017528.633,1257375.752
3000701,Regulatory,One Way,WHT,White,Black,R6-2R,S,Critical,Rectangle,Aluminum,HIP,ONE WAY RIGHT,0,24,30,2020,16113,2269,4214,1020066.52,1250650.937
3000702,Regulatory,Non-Vehicular Traffic,Other,White,Black,R1-5,W,Good,Square,Other,,YIELD HERE TO PEDS,0,36,36,,14882,2271,3623,1023080.648,1254495.683
3000703,Regulatory,Non-Vehicular Traffic,Other,White,Black,R1-5,W,Good,Square,Other,,YIELD HERE TO PEDS,0,36,36,,12747,2272,3600,1017291.915,1252746.647
3000710,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,W,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2017,14581,2277,3606,1016110.334,1254146.21
3000720,Regulatory,Traffic Signal,Other,White,Black,R10-11b,W,Good,Square,Other,,NO TURN ON RED,0,36,36,,14677,2285,2084,1016110.334,1254146.21
3000722,Informational,Bicycle Traffic,Other,Green,White,D1-1c,W,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,14677,2287,271,1016110.334,1254146.21
3000723,Regulatory,Traffic Signal,Other,White,Black,R10-11b,W,Good,Square,Other,,NO TURN ON RED,0,36,36,,14677,2286,2094,1021853.537,1256565.917
3000734,Regulatory,Traffic Signal,Other,White,Black,R10-11b,E,Good,Square,Other,,NO TURN ON RED,0,36,36,,9790,2301,2080,1023843.813,1262481.368
3000736,Informational,Bicycle Traffic,Other,Green,White,D1-1c,E,Good,Rectangle,Other,,BICYCLE DESTINATION AND ARROW AND DISTANCE (1 LINE),0,0,6,,9790,2303,321,1023843.813,1262481.368
3000737,Regulatory,Traffic Signal,Other,White,Black,R10-11b,E,Good,Square,Other,,NO TURN ON RED,0,36,36,,9790,2302,2085,1022756.475,1251020.087
3000739,Regulatory,,Other,,,,S,Good,,Other,,,0,9,12,,10658,2308,2211,1018761.745,1256408.959
3000740,Regulatory,,Other,,,,E,Good,,Other,,,0,9,12,,10658,2309,2241,1016619.744,1250351.651
3000741,Regulatory,Selective Exclusion,Other,Red,White,R5-1,S,Good,Square,Other,,DO NOT ENTER,0,30,30,,12740,2312,4155,1017114.292,1255558.694
3000742,Regulatory,Selective Exclusion,Other,Red,White,R5-1,SE,Good,Square,Other,,DO NOT ENTER,0,30,30,,14536,2313,4146,1017114.292,1255558.694
3000744,Regulatory,Non-Vehicular Traffic,WHT,White,Black,R1-5,E,Good,Square,Aluminum,HIP,YIELD HERE TO PEDS,0,36,36,2018,14989,2315,3615,1017114.292,1255558.694
3000746,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,npob,82,18,12,2017,10912,2317,6775,1017114.292,1255558.694
3000750,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,npat,69,18,12,2017,11445,2319,5825,1017859.545,1252035.472
3000753,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,79,18,12,2017,17126,2322,7434,1017859.545,1252035.472
3000754,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Good,Octagon,Aluminum,HIP,STOP,0,30,30,2017,10097,2323,2628,1014675.158,1258075.168
3000755,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,82,18,12,2017,13686,2324,4887,1020592.928,1253170.01
3000758,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,nphtc,80,18,12,2017,8707,2326,6960,1018178.671,1250492.964
3000760,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,S,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2017,12715,2327,9102,1022286.153,1256604.81
3000761,Regulatory,Traffic Flow,WHT,Red,White,R1-1,S,Critical,Octagon,Aluminum,HIP,STOP,0,30,30,2017,14865,2329,2733,1026926.299,1248177.806
3000763,Regulatory,,WHT,,,,W,Good,,Aluminum,HIP,nphtc,81,18,12,2017,13512,2330,6799,1019565.577,1257529.966
3000767,Regulatory,,WHT,,,,E,Good,,Aluminum,HIP,nptsos,81,18,12,2018,16399,2333,7215,1019565.577,1257529.966
3000768,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,npat,80,18,12,2017,16279,2334,5610,1029411.776,1249820.103
3000770,Regulatory,,WHT,,,,S,Good,,Aluminum,HIP,npat,80,18,12,2017,14319,2335,6567,1029411.776,1249820.103
3000771,Directional,,Other,,,,W,Good,,Other,,GREGORY ST,0,10,0,,12657,2337,1518,1016068.217,1257791.56
3000772,Directional,,Other,,,,S,Good,,Other,,W UNIVERSITY AV,0,10,0,,12657,2338,1425,1015968.683,1255049.604
3000775,Regulatory,,WHT,,,,N,Good,,Aluminum,HIP,nptsos,58,18,12,2024,16542,2339,5332,1018260.862,1252799.736
3000776,Warning,Advance Traffic Control,Y,Yellow,Black,W3-1,N,Good,Diamond,Aluminum,HIP,STOP AHEAD,0,30,30,2024,11701,2341,9128,1024888.922,1245751.438
3000778,Regulatory,,Other,,,,N,Good,,Other,,,0,18,12,,16135,2344,5278,1024888.922,1245751.438
3000779,Regulatory,Bicycle Traffic,Other,White,Black,R9-6,N,Good,Rectangle,Other,,BICYCLE YIELD TO PEDESTRIANS,0,12,18,,16135,2342,4757,1014611.12,1255025.31
3000780,Regulatory,Bicycle Traffic,Other,White,Black,R9-6,S,Good,Rectangle,Other,,BICYCLE YIELD TO PEDESTRIANS,0,12,18,,16135,2343,4758,1025721.293,1242236.427
3000787,Warning,Non-Vehicular Traffic,Other,Yellow,Black,W11-2,N,Good,Diamond,Other,,PEDESTRIAN,0,30,30,,16049,2348,8524,1025721.293,1242236.427
